Title,Price,Sold,Reviews,Condition,Brand,Area Covered,Power Source,Control Style,Mounting Location,Operating Sound Rating,Number of Heat Settings,Colour,Type,Item Dimensions,Material,Item Length,Item Width,Item Height,Colormap,Product Type,MPN,Model,Heating System,Voltage,Features,Power,Energy Efficiency Rating,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),BTU Heating Rating,Tank Capacity,Energy Efficiency Ratio (EER),Item Depth,EC Range,EAN,Country/Region of Manufacture,Color,UPC,Year Manufactured,Air Direction,Smart Home Protocol,Power (W),Unit Type,Design,Voltage Supply,Timer Control,Manufacturer Part Number,Manufacturer,Item Weight,Prop65_fl,Prop65Warning,Modification Description,Battery Included,Bundle Description,Custom Bundle,Battery Size,Modified Item,Weight,Depth,Number of Batteries,Battery Capacity,Battery Life,Length,Motor Type,Cable Length,Height,Heating Wattage,PackQty,Current Rating,ISBN,Publisher,Refrigerant,Tonnage,Manufacturer Warranty,Smart Home Compatibility,Size,Product Height (in),Area Heated (Sq Ft),Product Depth (in),Heater Controls,Room Size,Heater Type,Certifications and Listings,Color Family,Portable Heater Safety Features,Cord Length (in),Indoor/Outdoor,Product Width (in),Power/Fuel Type,Portable Heater Features,Wattage (watts),Amperage (amps),Heating Technology Type,Voltage (volts),Product Weight (lb),Heating Product Type,GTIN,Energy Star,Item model number,Batteries Required?,Assembly Required,Country of Origin,Heating Method,Number of Pieces,Package Dimensions,Included Components,Compatible Brand,Age Group,Brand Color,Chemical,Cooling BTU/Hr,Fuel Consumption,Fuel Rate (gal./hr.),Fuel Tank Capacity (gal.),Gender,Heat Rating (Btu/Hr.),Ignition Type,Style,ItemWidth,ItemLength,ItemHeight,Model Number,Package,Piece Count,Installation,Bundle Listing,Assembled Product Dimensions (L x W x H),Power Type,Recommended Location,Assembled Product Weight,manufacturer_part_number,Heat Output,JAN,Tracking,ShippingService,Heating Technology,Manufacturer Color,Heater Style,Width,Model No.,Pattern Name,Item Dimensions LxWxH,SHIPPING,RETURN,ITEM LOCATION,International buyers,Room,ProductTypeName,PartNumber,ProductGroup,Binding,Label,NumberOfItems,Studio,MaterialType,PackageQuantity,Warranty,item_width,item_length,Heat rating (BTU/hour),Pack Size,Brand compatible,Cod. ETCO,Mark,Supply Voltage,Power Rating,Peak Temperature,Product Name,Thickness,Compressor Type,Housing Material,Fuel Type,Cord Length (ft),Assembled Height (in),Item Location,Outdoor Living Product Type,Color/Finish,Assembled Depth (in),Total BTU,Shipping,Quantity,Heating Area (sq ft),Patio Heater Type,Assembled Width (in),Tax,Item Weight Major,state limitations,Area Heated (Sq. Ft.),Product Weight (lb.),Heat Output (BTU/hour),Package Condition,Package Contents,Cosmetic Condition,Functionality Check I,Functionality Check II,package_length,Country Of Origin,Platform,Languages,IsMemorabilia,IsAutographed,Department,SKU,Temperature control,Watts,Plug Type,TAX,Customer Service,Returns,Handling Time:,Location,Questions,Thermostat,Safety tip-over switch,Fuel type,Heat type,Oxygen depletion sensor (ODS),High limit safety shut-off (HLS):,Indoor safe,Ignition,Hose & regulator included,BTU per hour:,Heating area (sq. ft.),Tank capacity (min.),Runtime,Maximum elevation,Connectivity,Dosage,Product,Format,Compatible Model,Author,Book Tittle,Language,UPC/GTIN Code,Mor Electric Heating SKU,Satisfaction,Product Dimensions,Heating settings,Wattage,Restricted States,ItemPackageQuantity,Power Line,Item,Return,OPEN BOX,Customer Return:,State limitations,Product name,Power cord,Product size,Net weight/Gross weight,Box size,Package Included,Shipping Weight,Unit Quantity,Heating BTU,Manufacturer Colour,Finish,Room Coverage Area,Rated Voltage,Power line,Main material:,Product Meas,Heating power,Use,Net Weight/Gross Weight,BoxSize,Package Include,Accessory Type,Item Package,assembled_product_dimensions_l_x_w_x_h,power_type,recommended_location,assembled_product_weight,manufacturer
"Lasko 755320 Ceramic Space Tower Heater, 8.5″L x 7.25″W x 23″H, Silver",108.45, ,"[""Had one of these for several years to heat an office work space in my home. Did a great job.  Wanted another small heater for another room on another floor so i didn't have to carry the one I had up /down stairs. Decided to get another Lasko  similar to what i had, rather than risk another brand/model. This Lasko is  reliable, heats quickly, has auto off and an oscillation feature. All pluses and it's light weight.  Can't say it's energy efficient. No small electric heaters are. Heater arrived quickly.  Several days before the targeted delivery date. "", ""With the high cost of propane,  I was looking for a way to help cut some cost. I bought two heaters. The other one is already in storage, (does not work nearly as good as this unit). So far our coldest day has only been down in the mid 30's. With this heater, until it dropped that cold, our Propane hed never needed to kick on once. This is a GREAT Little Heater for Full Time RV'ers, or anyone whom wants to cut down there gas/propane heating bill. Were due to start getting colder weather, So I am now looking for a second heater to help the one we have to heat our 33 foot 5th wheel RV. "", 'This heater is quiet, has hi and lo settings.  Unlike some heaters, As far as I can tell, it does not have an automatic shut off when it tips over, which is a nice safety feature. I have had another Lasko heater for several years, and it has been dependable.', 'I now own 3 of these heater and love them. I live in a rural area with propane being my main source of heat, but I installed solar making electric heat cost effective. I run these in rooms we occupy instead of using propane to heat in needed areas. The on-off range of these heaters is about 3-4 degrees. The run very quiet to the point they are quieter than our tower fan that we use in the summer. Great product and now to see how long it will last.', ""This is the second one of these I have purchased.  I purchased the second because I was so impressed with the features and functioning of the first.  It has a remote (I haven't even used), on-off timer up to 8 hours, one direction or variable direction heating and most important, an accurate thermostat control.  I first started using the original purchase to keep my garage above freezing during low temperature cold spells.  That showed me what a great functional heater this was for any area of the house where additional heat is required."", ""I'll know in a month if this unit is truly energy efficient as I've been using it more than my furnace in the evenings.The only complaint I have is the thermostat may not be accurate. I'll set it for auto shut off when it reaches 70 degrees  but it never seems to get past 67 degrees so it keeps running. When I check the temp on my furnace's thermostat it reads 71 degrees so I know it's heating- just not reaching the correct temp internally to auto shut off.It's relatively quiet and heats a large room up in about 30 mins. or less provided all the windows and doors are closed to hold the heat in. My cats still freak out and won't go near it, especially when it oscillates. Funny stuff!"", ""This little heater is great as a heat supplement for a decent size room (and have actually used it to heat multiple rooms at the same time). Sturdy, safe, and the remote is quite convenient! The internal thermostat can be a little wonky depending if you're opening or closing a bunch of doors, or if people are walking by it constantly, but it straightens itself out fairly quickly. Happy enough with this product that I bought another one for my office!"", ""It's a great heater no question very good quality but I was under the impression it was a fan/heater but there is no just fan feature on it and I know they are made but not this one 😩 as the description of it let me to believe"", ""I love this heater since you can set the temperature you want, light weight for moving and has a remote control for setting the desired temperature. It's just a great heater for bathroom or bedroom and I love it."", ""It's a LASKO first off, and second it's CERAMIC material which is The best to provide The correct amount of heat when set without overheating The Unit at The same time! Third, It comes with A REMOTE CONTROL!. Forth, The Unit OSCILLATES Back, and Forth to heat entire Area, and has The Usual Digital Display on Top of The Heating Unit. The Oscillation can be Set by The Remote as well. PROS: Great Designed Unit. CONS: NONE That I have Found Yet!""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,,,,,,,Tower Heater,,Ceramic,,,,,,Does not apply,Lasko 755320,,,,,,,,,,,,,,,,Silver,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5″L x 7.25″W x 23″H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costway 1500W Electric Oil Filled Radiator Space Heater 5.7 Fin Thermostat Room ,109.94, ,"[""These type of heaters can range from $50 to $200. I've had a more expensive heater that when you put it on Low setting, medium dial, the room is warm. Medium setting, medium dial, you're burning up.<br&gt;For $55, you shouldn't hesitate to buy this one!This product Low Setting, pretty high dial to get room temperature. Medium setting, high dial, you're warm. It seems more power for more heat (but that's normal duh!)  Had it for a few weeks now, no problems.</b<span>"", 'I have another oil filled radiator and keep it on the 600 watt setting for my small bedroom.It works great and so I wanted one for my other room that measures 10x25 feet. I ordered this one expecting to keep it on the high setting (1500 watts) but only need to keep it on the med. setting which is adequate.  I am very pleased with this heater. I hate being cold!', 'Climate change coming , if your central air breaking down , this can be a backup , except the roller wheels need to mount further , when you dragging this wheels , it look like it going tilts one side or another side . The quality is still a question marks , I wrote this is just only 1 week review , the long run is skeptical. I hope this heater last ', 'With all-electric baseboard heating, I have found these oil filled radiators are much more energy efficient and better capable of regulating the comfort of a  Minnesota winter with enormous savings on my electric bill!', 'I like the heater, it works well. just one flaw. the power light stays on even when the unit is actualy off.', 'A great cost alternative to other brands and a terrific heater', 'The heater is a good value for the price. You will keep a small room toasty, meaning about 200/300 square foot. Very very quiet, don’t hear it running. Not exactly sure how much electricity it burns, but well built and simple to use....!!', 'Best heater to use that works on oil. No noise, smell or fan wind around. This kind of heater will last long enough and  I’m sure will be your loved one to keep you warm!', 'Great heater heats my entire living room', 'Did not efficiently warm a 27’ rv. Expected more for the price. Ended up finding a less expensive model locally  with a great eco mode']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Costway,,Electric,,Portable,,3 Heat,,"Portable Oil Filled Radiator, Radiator",,,,"5.7 in, 5.7in.",,,,EP22611,EP22611,Radiant,120V,"Thermostat, Indoor",,,,,,,,,,,0313052027087,,White,313092349323,,,,,,,,,EP22611,Costway,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00 x 5.70 x 23.00 Inches,Electric,Indoor,21.96 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,100 Watts Electric Infrared Cabinet Heater (Part number: YH-20-2)",110.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lifesmart,,Electric,,Cabinet,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED Display Thermostatic Control System Quartz Tube Heater Digital Black 1500W,109.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,101-150 sq ft,"Electric, Fan",Digital,"Wall , Desk/Tabletop , Floor",?59 db,3,,Portable Heater,,"Ceramic , Steel",11.58 in,9.72 in,,,,,,"Forced Air/Fan , Radiant , Infrared",110 V,"Auto Shut-off, Timer",750-1500 W,,Coil,Stainless Steel,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadet 250 sq. ft. 5120 BTU Convection Baseboard Heater -Pack of 1,107.31, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cadet,,Electric,Touch,Wall,,1,,Baseboard Heater,,Steel,,,,,,9956,,,240 V,,,,,,,,,,,,0027418099563,,White,0027418099563,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electric Heater, 2-Speeds Halogen Heating, 3s Fast Heating, Ceiling Mounted",108.43, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",QONEGP,,Electric,,Desk/Tabletop,,,,Portable Heater,,Ceramic,,,,,,Does not apply,AEG WKL 1003 S,Forced Air/Fan,,,,,,,,,1 gal or Less (5 L),,,A+++ - D,,,Black,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Space Heater, 1500W Electric Heater with 65° Oscillation, 12H Timer 3 Modes , ",107.13, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does Not Apply,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,Does Not Apply,,Black,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACE_HEATER,,Kitchen,,,1,,Plastic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10Kw And 15Kw Industrial Heaters Electric Fans Assisted Space Heaters LPG,74.74,41 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,,Propane/LPG,,,,,Black,Industrial Heater,,Steel,,,,,,Does Not Apply,Portable Industrial Heater,,,"Automatic Shut-Off, Carrying Handle, Overheat Protection, Portable, Power Indicator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42cm (approx).,,,,,,,32cm (approx).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22cm (approx).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garage, Industrial, Shop, Storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Supplied,"34,500 - 52,000 BTU",Black,"Matte, Stainless Steel",185 to 369 m²,,,,,,,,,,,,,,,,
"Space Heater 1500-Watt Electric Silent Room Digital Display Tip-Over, White",109.55,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,,,,,1 Heat,,Does not apply,,Metal,,,,,,,,,,,,,,,,,,,,,0313036829836,,White,313036829836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,9,300,39.75,Electronic,Medium,Convection,ETL Listed,Whites,"Auto Shut Off,Nonslip Base,Tip-Over Safety Switch",72,Indoor,5.5,Electric,"Digital Display,Thermostat,Timer",1500,12.5,,120,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costway EP23757 Portable Electric Space Heater 1500W - Black,107.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Costway,100 sq ft or Less,Electric,"Remote Control, Push Button, Digital, Switch, Dial",Floor,Standard,2,,Portable Heater,,"Steel, Aluminum, Brass",,,,,,EP23757,,Forced Air/Fan,120 V,,1001-1500 W,,Coil,Brass,Less Than 80%,2000-2999 BTU,,,,,,,Black,,2020,,Infrared,,,,,12 hrs,,,,,,,,,,,,,,,,,,,8 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aikoper Space Heater, 1500W Ceramic Tower Portable Electric Black ",109.02,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Aikoper,Does not apply,Electric,Remote Control,Floor,Does not apply,2,,Tower Heater,,Ceramic,24 in,Does not apply,,,,NTH15-18MR,NTH15-18MR,Does not apply,Does not apply,"Thermostat, Timer",1001-1500 W,,Coil,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,,,0313047470409,,Black,0313047470409,,,,,,,,8 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DB STANLEY ST-300A-120 Electric Heater, Powerful heating or cooling",, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Stanley,,Electric,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,"Black, Yellow",657888183006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GiveBest Tower Space Heater, Portable Ceramic Heater 1500W/900W Silver Mesh ",107.46,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",GiveBest,Does not apply,AC,Does not apply,Does not apply,Does not apply,Does not apply,,Does not apply,,Does not apply,,Does not apply,,,,HPU15A-E,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,,,NA,,Silver Mesh,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Space Heater - Portable Electric Heater with Remote Control, Fast-heating White",109.08, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does Not Apply,,,,,,,,,,,,,,,,Does Not Apply,Remote Control Electric Space Heaters,,,,,,,,,,,,,,Does Not Apply,,White,Does Not Apply,,,,,,,,,,TECH,,,,,,,,,,,,,,,,,,,,,,,TECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACE_HEATER,,Home,,TECH,,TECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Space Heater Indoor Portable Electric, Portable Heater with 2 Heat Settings & ",105.18, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does Not Apply,,,,,,,,,,,,,,,,Does Not Apply,FH16P-YR17,,,,,,,,,,,,,,Does Not Apply,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACE_HEATER,,Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600W/1500W Balcony Courtyard Ceiling Mounted Electric Patio Heaters Halogen~,106.3,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,,Electric,,,,,,Patio Heater,,,,,,,,Does not apply,,,,,600W/1500W,,,,,,,,,,Does not apply,,Silver,686086980414,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chain Patio heater,,,,,,,,,,,,120V 60Hz,1.6m,"Aluminum, stainless steel",43*43*33CM,600W/1500W,Out door / Indoor Use,2.64kgs/3.54,46.7*45.2*35.9CM,1x Electric Patio Heaters,,,,,,,
Mr. Heater F215100 MH4B Little Buddy 3800-BTU Indoor Safe Propane Heater Medi...,105.64,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,,,,,,,,,,,,,,,,Does not apply,Does not apply,,,,,,,,,,,,,,Does not apply,,Black/Red,089301151000,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,0089301151000,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free shipping,,,,,No tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater MH4B Little Buddy 3800-BTU Indoor Safe Propane Heater Medium,106.93,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr Heater,,,,,,,,Space Heaters,,,,10.25,,,,F215100,F215100,,,,,,,,,,,,,,,,,0089301151000,,,,,,,,,,,,,,,,,,,,,,,,,12.25,,,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home Improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWH-F215100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
