Title,Price,Sold,Reviews,Condition,Style,UPC,Power Source,Color,MPN,Item Length,Smart Home Compatibility,Heating Element Format,Brand,Air Direction,Heating Element Material,Type,Control Style,Heating System,Voltage,Model,Mounting Location,Item Width,Power,Colour,Material,Features,Number of Heat Settings,Smart Home Protocol,Country/Region of Manufacture,Refrigerant,Cable Length,Year Manufactured,Location,Size,Custom Bundle,Unit Quantity,Energy Efficiency Ratio (EER),Manufacturer Warranty,Modified Item,EAN,Item Depth,Tank Capacity,Tonnage,Area Covered,Manufacturer Color,Height,Heating Wattage,Heater Style,Heating Technology,Recommended Environment,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,Package Contents,Normal temperature resistance,Item Height,Product Lot Quantity,Room Coverage Area,Width,BTU Heating Rating,PackQty,Manufacturer Part Number,Current Rating,Type  1,Energy Star,Timer Control,EC Range,Overall Length,Overall Length (In.),Terminals,Sheath Material,NumberOfItems,Restricted States,Weight,Slotted Hole Width,Mounting Dimension,Application,Watts,Max. Sheath Temp.,Screw Size,Length,Mounting Type,Watt Density,Phase,Slotted Hole Length,Manufacturer,New Title,Item Weight,Prop65_fl,Prop65Warning,Power Type,ISBN,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Item model number,Warranty Description,Product Dimensions,Country of Origin,Batteries Required?,Heating Method,Item Dimensions LxWxH,Import Designation,Is Discontinued By Manufacturer,Included Components,Room Size,Indoor/Outdoor,Portable Heater Features,Heater Type,Voltage (volts),Area Heated (Sq Ft),Product Depth (in),Heater Controls,Wattage (watts),Color Family,Power/Fuel Type,Amperage (amps),Portable Heater Safety Features,Product Height (in),Cord Length (in),Product Width (in),Certifications and Listings,Product Weight (lb),Assembly Required,Material Care Instructions,Number of Pieces,Warranty - Parts,Warranty - Labor,Noise Level,Model Number,Category,product_height_in,area_heated_sq_ft,product_depth_in,heater_controls,assembled_width_in,assembled_depth_in,room_size,heater_type,assembled_height_in,certifications_and_listings,color_family,portable_heater_safety_features,cord_length_in,indoor_outdoor,number_of_heat_settings,product_width_in,power_fuel_type,portable_heater_features,wattage_watts,amperage_amps,voltage_volts,product_weight_lb,ProductGroup,ProductTypeName,Use,Gift,Offer,Return,Quality,SHIPPING,Ships from,Customer Service,Main Colour,Hight,Power (W),Compressor Type,Number of Cool Speeds,Specification met,Bulb Type,Heating Technology Type,Mount Location,Depth,Heating Product Type,Area Heated (Sq. Ft.),Package Dimensions,Heat Output,ItemWidth,ItemLength,ItemHeight,ASIN,item_width,item_length,Bundle Description,Battery Included,Battery Size,Number of Batteries,Battery Capacity,Battery Life,Motor Type,Finish,Actual Color,Feature,Model No.,Product,SKU,Country of Manufacturer,package_length,Batteries Required,Item Diameter,Finish Types,Made For,Tank Sizes,manufacturer_part_number
"Comfort Zone 1,500-Watt Convection Baseboard Heater with Silent Operation, White",62.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,313106577575,,White,,,,,Comfort Zone,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,0313106577575,,,,,,,,,,,,,,,,,,,,,CZ600,,,,,,,,,,,,,,,,,,,,,,,,H2 Brands Group,,,,,,Does not apply,6.2 lb,30.38 x 6.13 x 10.75 Inches,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,
Electric  600W Instant Warmer with PTC Ceramic Heating K3L1,62.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not Apply,,,Does not Apply,,,,Unbranded/Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWBJP21QKW,,,,,,,,,,,,,,,,,,,,,,,
"Honeywell Digital Tower Heater 750 - 1500 W 10 1/8"" x 8"" x 23 1/4"" Black HCE322V",62.53,9 watchers,"['Great little heater. Setting the temperature you desire and letting it come on when needed is a great feature I wanted. So far so good. It seems to be working great.', 'Nice heater.  Runs quietly and I love the thermostat.  Easy set up.', ""It's fairly quiet, oscillates, tops out at 81 or 82 degrees and it does not have a motion sensor that the newer ones do. But, it does have a tipping sensor."", 'great lil unit- great tip over auto shut off', 'Thank you!', 'works well', ""74 degrees doesn't work on auto but it didn't work on the one i replaced""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",See Description,0739651521908,Electric,Black,HCE322V,22.69 IN,Universal,Coil,Honeywell,,Brass,,"Switch, Touch, Digital",Convection,,HWLHCE322V HCE322V,"Baseboard, Floor",8.74 IN,1001-1500 W,,Ceramic,Timer,2,Infrared,,,6 ft,2016,,L,,,3 or Less,No Applicable Warranty,,0739651521908,,1 gal or Less (5 L),,100 sq ft or Less,,,,,,,1,11-20 dB,,,,,,,Less Than 2000 BTU,,HWLHCE322V HCE322V,,,,,,,,,,,,,,,,,,,,,,,,HONEYWELL ENVIRONMENTAL,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Coop Heater 200-Watt Flat Panel Design Cozy Coop Safe Mountable Black,62.89,30-day returns,"[""We have made a shelter in our garage for a feral cat that we have been feeding for quite a while. It comes into our garage and goes upstairs to an attic . This heater keeps the little shelter box warm and cozy. It works from radiant heat and does not get hot enough to burn anything so I don't have to be concerned about fires. It doesn't use a lot of electricity and works great!"", 'I would not recommend this product for use in a coop. I bought it to use in a 4\'x6\'x3\' coop and it raised the inside temperature by approximately 10 degrees... not very helpful when the outside temperature averages 10 degrees or less all winter. I tried it in the house first and the temperature sticker (heat sensor) glowed after a few minutes. Once I put it outside, the sticker hasn\'t glowed at all and the chicken\'s water has frozen twice - despite being within inches of the heater. I\'m sure it would be fine for indoor brooding, or even in warmer climates, but if you live ""up north"" where winters are long &amp; cold I would definitely look into something which produces significantly more heat.', ""Great for a small indoor space with not a lot of movement of the air.  It doesn't put out a tremendous amount of heat and can actually be touched without any real discomfort. Would be great for a small chicken coop or a heated animal enclosure (like a dog or cat house) but the switch is not waterproof and neither is the heat panel, so avoid wet situations."", 'Warm safe indoor outdoor type of heater that uses little electricity and since it uses little energy it can also run on a small emergency inverter great peace of mind', 'I have no chickens.....I do have an old house that\'s a 100 years old.....Little drafty in a few places... And, I\'m loving these....The low cost to operate hardly taking any space at all to be used in and just taking a chill out of the air....Well my ""Cock"" is gonna be happy this Winter....', ""easy to use, safe, and doesn't take up a lot of room.  It is however hot to the touch unlike it says!"", 'Works great. Only draws 200 watts. Delivered quickly. Chickens love it.', 'Use it inside for my cockatiel. Note that the bird has to be pretty close (within 5-6 inches) to the for them to feel heat but I am very happy with it. It would work outside with my chickens if they needed it.', ""I won't be running this heater all the time, but there are nights here that go below freezing. I've had chicken's combs freeze before, and it's not pretty. This will keep the coop above freezing, and solve the problem! It mounts on the wall, and it's easy to clean. GREAT product~~~"", 'Amazed, after reading a couple other reviews, but mine arrived intact, and is working perfectly, in some really cold conditions.  I have it in a very small coop, but with -35 temps, it is keeping it fine for my girls!Very happy, so far....knock on wood!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,0706069235246,Electric,Black,CL-COOP,,,,Cozy,,,"Panel, Flat Panel",Switch,Radiant,120 V,CL-COOP,Wall,"19 in, 19in.","200, 200W",,Plastic,"Thermostat, Outdoor",2,,,,,,,,,,,,,0706069235246,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car Cooling Cup Heating 12v Heater Warmer Holder Fan Cooler Mug Defroster ,64.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Fan,,Does Not Apply,13.4cm,,,Unbranded,,,Portable Heater,Switch,Forced Air/Fan,12 V,,Desk/Tabletop,6.8cm,21-50 W,,"Aluminum, Steel",,1,,,,,,,,,,,,,,,,,,,,,,,,,32db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODILAN cyzls ELECTRIC HEATER WALL MOUNTED REMOTE CONTROL WARM,57.19, , ,New,,,,,NOT,,,,MODILAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelonis - AIR Smart Digital Ceramic Tower Heater - Black. 23” height,,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,N/A,Electric,Black,EH1009106,,,,Pelonis,1-Way,,Portable Heater,"Touch, Push Button",Forced Air/Fan,110 V,PSC23R4BBB,Floor,,1001-1500 W,,"Plastic, Ceramic","Oscillation, Timer, Auto Shut-Off",3,,China,,,,,,,,,,,N/A,,,,101-150 sq ft,,,,,,,,,,,,,,,,,8797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Choice Portable Infrared Heater - 1500W Electric Heater with 3 Modes@A5,60.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,"Electric, na",Blackna,,,,,Airchoice,,,Portable Heater,na,na,na,na,na,,,,na,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mojave HS-1500-IMO 1,500-W Infrared Quartz Heater w/Remote and Over Heat Sensor",60.0, , ,,,Does not apply,Electric,Black,Does Not Apply,,,,Mojave,,,Portable Heater,,Forced Air/Fan,120 V,,Desk/Tabletop,,1500 W,,,Auto Shut-Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De'Longhi Ceramic Tower Heater, Quiet 1500W",75.99,30-day returns, ,,,,,,,,,,De'Longhi,,,Tower Heater,,,,,,,,,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Cast Iron Space Heater Base Cover Plate,65.0,30-day returns, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater Portable Buddy Model MH9B Propane Heater 4000 - 9000 BTU TESTED WORKS,64.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,Propane,Black,73434,,,,Mr. Heater,,,Portable Heater,"Push Button, Rotary Knob",,,Mr. Heater Buddy MH9B,,,,,,Pilot Light Safety System,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000-9000 BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far Infrared Wall Hung Heating Panel Garden Electric Film Heater 110V 470W,79.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Electric,Multicolor,Does Not Apply,,,,CG HOME,,,Panel,,,110 V,Infrared Wall Hung Heating Panel,,570 mm,,,technology based on a carbon thread,Portable,,,,,,,,,,,,,,,,,,15 sq ft,,980 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than 1000 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orpat OEH-1260, 2000-Watt Fan Heater (Grey)",62.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Fan,Gray,,,,,ORPAT,,,Portable Heater,Dial,Convection,,Orpat OEH-1260 Heater,Floor,,,,,,2,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overheat Protection,,,,,,,,,,,
Dreo Portable Space Heater 70°Oscillating Electric Heaters with Digital Therm...,63.10, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,860006518141,,Black,Does not apply,,,,Dreo,,,,,,,Does not apply,,,,,,,,,,,,,,10.3 inch,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0860006518141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far Infrared Wall Hung Heating Panel Still Life Electric Film Heater 110V 470W,79.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Electric,Multicolor,Does Not Apply,,,,CG HOME,,,Panel,,,110 V,Infrared Wall Hung Heating Panel,,570 mm,,,technology based on a carbon thread,Portable,,,,,,,Bathroom,,,,,,,,,,,15 sq ft,,980 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than 1000 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far Infrared Wall Hung Heating Panel Mosaic Electric Film Heater 110V 470W,79.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Electric,Multicolor,Does Not Apply,,,,CG HOME,,,Panel,,,110 V,Infrared Wall Hung Heating Panel,,570 mm,,,technology based on a carbon thread,Portable,,,,,,,Bathroom,,,,,,,,,,,15 sq ft,,980 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than 1000 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ese Kotatsu Heater MHU-601E(DK) w. Controller Table AC 100V 600W Black w/Track#,63.04,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,4948309101669,,Black,MHU-601E(DK),,,,METRO Electricity,,,Kotatsu,,,,MHU-601E(DK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far Infrared Wall Hung Heating Panel Cat Electric Film Heater 110V 470W,79.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Electric,Multicolor,Does Not Apply,,,,CG HOME,,,Panel,,,110 V,Infrared Wall Hung Heating Panel,,570 mm,,,technology based on a carbon thread,Portable,,,,,,,Bathroom,,,,,,,,,,,15 sq ft,,980 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than 1000 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,500-Watt Oil-Filled Radiant Electric Space Heater with Thermostat",62.96,30-day returns,"['Love this heater. Plenty of heat, easy to move around, good looking. Price cant be beat. Fast ship. Live in Maine, use it in 8 x 8 greenhouse.  Replaced old unit. Keeps  my veggie seedlings happy when its freezing  outside. The oil in heater retains heat,even when it thermostat is satisfied. Very happy with purchase. G', 'Simple to operate with just the two knobs, Easily to transport on wheels from place to place inside the residence, and heats up well for an open area of space. g', 'Mich safer than what I was using, thanks', 'Very good product', 'Liked the first one, so I purchased another. ', 'I had it for two days and it stopped working ', 'Works wonderful.', 'It is in good value.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,0810004813496,Electric,Black,HO-0279,,,,Intertek,,,"Electric Portable Heater, Space Heater",Switch,Radiant,120 V,HO-0279,Floor,,1500 W,,"Metal, Cast Metal","Thermostat, Wheels, Heater, Auto Shut Off, Automatic Shutoff, Indoor, Handle",3,,,,,,,,,,,,,0810004813496,,,,"300 sq ft or more, Under 150 sq ft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
